24.25160 45.77006 27.90177 72.07982 82.87090
9.85094 92.50770 82.66810 71.93100 93.96420
54.60200 70.15376 83.92280 4.24036 32.26487
97.33394 66.02679 91.38264 10.73874 12.63302
49.37300 71.95899 49.29900 97.39100 50.46340
45.37100 28.01228 63.78643 88.52547 70.33849
4.41250 79.12583 76.75520 27.50798 19.13333
56.14810 79.54000 90.86400 67.93630 26.56519
11.43254 32.89403 5.79310 63.15269 60.06939
99.45341 25.88890 32.24436 77.29221 65.99222
74.98472 29.29212 48.82313 28.30765 70.99189
5.20650 56.01381 74.07720 44.95924 9.48368
46.28541 74.28244 22.83099 7.91215 50.69860
8.05706 44.46993 37.57400 52.35511 31.34500
1.53461 34.06210 2.90530 78.88974 82.97775
96.29103 59.55675 11.11640 36.23290 20.00692
35.60330 84.00670 90.50866 59.06080 63.74792
27.71887 54.18373 0.58790 24.86445 21.88680
69.44300 60.66400 40.44645 77.84168 77.74590
37.81069 83.46599 72.40570 86.35780 90.06710
11.52371 38.49790 46.71546 6.99405 72.86200
28.00024 2.33282 5.86842 46.88361 73.88683
56.95990 74.97164 8.02257 36.24078 88.19046
67.77600 78.58666 35.06950 39.81700 93.65224
46.09973 13.17338 46.91160 69.46428 47.14791
69.12113 73.96790 55.80906 76.89946 98.15108
18.51300 11.17369 79.17200 84.11217 37.71957
18.75367 41.06097 97.45349 37.11860 31.97300
57.01426 30.96594 22.83575 42.32324 59.46550
85.46309 24.84868 97.44870 83.30263 6.66949
62.63000 4.42183 15.29030 73.09400 86.95981
60.88643 16.07493 94.40657 98.38230 97.26987
86.46087 79.72255 90.17818 60.23487 60.91700
20.93400 72.10370 10.92300 56.38281 89.79727
10.93600 58.85550 11.90564 0.16655 51.84500
14.50513 85.90990 29.05092 98.38495 60.91210
26.80078 58.09282 0.72474 18.53323 37.03551
60.26617 70.11269 73.66434 58.82009 20.39750
3.58219 37.91570 93.09761 21.27810 51.92280
19.38588 39.61100 58.73450 93.13200 23.69770
49.25498 70.04334 82.33226 98.26548 29.40530
66.46029 83.95200 59.76500 68.06932 34.36687
48.88074 59.24730 29.59180 13.53984 54.37012
58.53413 5.37315 14.14700 53.08370 20.31903
63.74040 21.82182 29.71965 34.93984 94.36602
68.97488 19.08480 21.86552 24.48179 97.90205
3.42830 5.01234 90.94000 56.73155 4.73323
44.38176 75.80100 81.61051 0.22305 73.97050
66.46783 79.13500 36.62876 51.62408 75.61444
55.60464 92.37846 73.66347 7.50256 87.09100
85.41498 20.35995 4.96370 41.43227 96.61445
6.29283 41.05193 53.13268 3.02674 7.54916
18.69900 51.33980 31.10000 0.47448 54.31364
95.00798 66.64415 17.10620 99.16650 96.66870
27.25124 82.66143 49.59025 58.27934 79.84895
4.88768 67.72669 57.76380 60.21020 3.19578
23.49393 78.70229 60.38994 24.61055 45.88135
38.86199 2.17010 95.80890 60.36320 64.63750
5.55144 8.23925 57.37500 21.72844 25.46135
46.48850 48.07237 84.71917 79.18612 4.33499
81.38500 98.81020 49.41362 91.49227 23.57810
81.58201 94.19900 10.16157 44.91258 5.53280
70.41407 61.91863 7.30313 15.62500 90.86609
26.44800 18.14581 8.53953 87.18067 6.53737
2.34026 97.09400 64.26285 77.24426 4.60985
14.39581 37.38744 70.96600 42.94053 1.83705
54.95280 48.06669 4.08413 25.56534 93.35980
68.11742 60.89300 74.42700 96.29577 3.14421
10.60194 15.44777 98.63198 91.15086 23.99932
30.04433 99.95988 38.80800 32.16429 19.63000
7.55700 48.25580 77.56346 96.85223 60.49200
15.76600 30.17991 61.53050 21.96558 33.71757
27.15000 74.09675 81.31500 91.88139 86.29667
85.69200 1.80917 16.45536 21.54231 54.89690
14.53910 84.89270 51.83242 14.24950 17.52100
46.37172 25.12564 64.78300 25.54639 39.54080
57.73100 50.11690 14.55352 40.40497 4.95604
90.25400 33.66906 62.62133 76.54100 79.53712
16.99705 27.85457 72.03051 67.48900 32.33148
9.69344 72.07800 24.04388 99.13480 46.05616
14.05445 38.39413 50.44569 6.37817 43.05860
64.34701 55.15218 42.53449 52.53856 48.20152
83.26767 91.82500 79.75630 48.47400 28.64550
33.83350 66.47468 81.98632 4.05995 31.07641
82.53200 7.42670 85.37541 12.89600 78.39960
22.22446 57.12005 92.88921 11.87268 72.47328
77.76586 36.38132 78.81461 47.95714 3.88027
65.14856 30.78200 74.79379 7.59736 49.26205
19.96700 82.04900 97.54421 60.21300 78.90400
94.59437 83.63761 28.90333 59.22810 80.34737
82.75280 60.22242 3.50421 52.93697 85.71812
6.72655 81.00441 94.40193 1.81090 50.61700
10.26096 1.82921 58.97466 12.86632 93.94910
14.98300 82.67466 15.14600 58.43100 31.59805
77.12036 76.22109 39.76085 22.92027 76.99462
40.40111 81.14785 68.86499 30.28940 2.45809
57.89946 56.56489 12.62339 23.53102 6.46861
41.81700 85.81920 43.16939 15.57800 56.66988
58.82229 4.09430 71.33459 13.40323 11.44086
23.02191 30.87627 88.69941 49.05660 8.23414
