   024.2516, 0045.770064,   27.90176521,072.07982,      082.87090108
9.850935993,00092.5077,     0082.6681,     00071.931,   093.9642
 00054.602,      00070.15376, 0083.9228,  04.24036, 32.2648703
097.333941,    66.02679,      91.382644,   10.738735, 0012.63302
      0000049.373,71.9589871,00000049.299,   0097.391,   000050.4634
      0000045.371,      28.01228359,     63.78643016,  88.52547194,    00070.338486
004.4125,  79.12582699,   076.7552,      0027.507981,    019.1333313
   056.1481,      00000079.54,      000090.864,67.936302, 026.56519448
   11.43253639,      032.894026,    005.7931,  000063.15269,      60.069391
   00099.45341,0025.8889,     000032.24436,    77.29221311,   00065.992223
     074.9847164, 29.292117,     048.823126,   0028.3076455, 070.9918875
0000005.2065,  56.0138089,      0074.0772, 044.95924,   0009.4836825
000046.28541,74.28243805,022.830988,    0007.912148, 50.69859562
000008.05706,      44.46992589,0000037.574,   052.35511,     0000031.345
    1.534612679,034.0621,  002.9053015, 078.88974,      082.977747
    96.2910298,   0059.55675,   0000011.1164,0000036.2329, 020.00692
    0000035.6033,   000084.0067, 000090.50866,     0000059.0608,    63.7479161
    0027.71887,000054.18373,   0.5878992, 024.86444902,   021.8868
00069.443,    00000060.664,  40.4464486, 077.8416835, 000077.7459
      37.8106936, 83.4659919,000072.4057,     0086.3578,      90.0670971
    00011.52371,      038.4979,      46.71545541,     6.994052,00072.862
0028.0002437,     0002.3328239,     5.86841827,     046.883607, 73.8868269
   056.9599, 074.971642,8.022568829,     36.2407765,     88.1904617
  000067.776,   0078.58666, 000035.0695,   00000039.817,    0093.6522427
 0046.09973,00013.173378, 0000046.9116,     69.4642803,     047.1479063
    69.12113,000073.9679, 55.80905619,  00076.899458,98.15108
0018.513,  011.17369,   0079.172,    00084.11217,     00037.719573
    00018.753668,   41.06097,    097.45349, 00037.1186, 00000031.973
  57.0142593, 30.96594,  022.835749, 42.32323991,059.4655
85.46309,   24.848679,  97.44869674,   83.30262624, 06.669492318
   000062.63,    004.421828,0015.2903,    00073.094,  086.959811
   60.8864254,      00016.074934,094.40656783,0000098.3823, 97.26987222
 86.4608741,     79.72254684,   00090.17818, 060.23487,  000060.917
  0020.934,    00072.1037,     0010.923,  00056.38281,     0089.797268
00000010.936,   00058.855496, 0011.90564,  00.166553,      00051.845
    014.505135, 85.9098973,  0029.0509197,  000098.38495,  060.9121
   0026.80078,    58.09282,00.724735638,      18.533231,37.035505
     60.26617,70.1126915,   73.664336,  058.82008668, 0000020.3975
    03.582189, 000037.9157,93.09760968, 00021.2781,051.9227986
     0019.38588,  0039.611,    58.73450437,  00000093.132,    23.6977011
      49.254981,      00070.04334, 082.33225538, 0098.2654797,     00029.405298
000066.46029,     0083.952,    00059.765,      000068.06932, 34.36686947
  048.88074122, 59.247301,   0029.5918,      013.5398436,   0054.37012
    0058.534126,  5.3731535,   0014.147,0000053.0837,    20.31903004
      63.7404033,  21.82181831,00029.71965,0034.93984,      94.36602156
    68.9748756,19.0847985,   000021.86552,0024.4817915,     00097.902048
   0003.4283,5.012342339,      00090.94,     0056.7315508,    4.733225496
   44.38176346, 00075.801,00081.61051,     000.2230524,  0073.9705
      066.46783,     000079.135,     036.628757,      051.624082,   0075.61444
 55.604639,    092.37846, 00073.66347,   7.502561, 000087.091
  85.41497739,    020.35995,    4.96369882,      41.43227,     00096.61445
   000006.29283,      41.0519317,    53.13268,000003.02674,     7.54916322
0018.699,   000051.3398,    00000031.1,   000.4744779,    000054.31364
 95.0079832,  66.6441501, 0000017.1062,    0099.1665,   0096.6687
 0027.251244,   0082.66143,     49.590255,  00058.279338,79.848953
   4.88768302, 0067.7266884,0057.763796, 060.2102,    3.195782503
    23.493929,    000078.70229,   0060.3899379, 024.610553, 045.88135
  038.86198533,    2.1701037,0000095.8089,   00060.3632,64.63750076
    5.55144225,  8.239247235,     00000057.375,     000021.72844,      00025.461347
 00046.4885,  048.07236757,      084.71916822,      079.186121,04.334992568
0081.385,     00098.8102,     049.41362,  91.49226913,   0000023.5781
     81.582012,  0000094.199,010.16157,  44.912581,      0000005.5328
70.41407,  0061.91863, 7.3031309,  00015.625,     090.86609
    0026.448,      18.14580735,      8.539530855,   087.18067396,    6.53737265
 2.34025579,      00000097.094,     64.2628452,077.24425832,  0004.60985
   00014.39581,     00037.387438,    00070.966,42.940526,    1.837049289
  54.95279713,48.06668691, 000004.08413, 25.56534, 00093.3598
   68.11742193,000060.893,     0000074.427,      096.29577092,     3.144206789
      10.60193825,   15.447771,    98.63197841,  91.15085528,23.9993226
